	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0007722	0.65	Unclassified	0.59	Unclassified	0.26	Unclassified	0.26
Seq_0007115	0.56	Unclassified	0.65	Unclassified	0.26	Unclassified	0.26
Seq_0006431	0.81	Unclassified	0.69	Unclassified	0.26	Unclassified	0.26
Seq_0008715	0.51	Unclassified	0.7	Unclassified	0.26	Unclassified	0.26
Seq_0000462	0.68	NA	1	Unclassified	0.26	Unclassified	0.22
Seq_0001225	0.78	Unclassified	0.5	Unclassified	0.27	Unclassified	0.27
Seq_0006336	0.41	NA	0.82	Unclassified	0.27	Unclassified	0.27
Seq_0000505	0.7	XIVa	0.93	Unclassified	0.27	Unclassified	0.27
Seq_0001809	0.49	NA	1	Unclassified	0.27	Unclassified	0.27
Seq_0000288	0.55	Unclassified	0.46	Unclassified	0.28	Unclassified	0.06
Seq_0005602	0.6	Unclassified	0.65	Unclassified	0.28	Unclassified	0.28
Seq_0003913	0.52	Unclassified	0.7	Unclassified	0.28	Unclassified	0.28
Seq_0008956	0.54	NA	0.9	Unclassified	0.28	Unclassified	0.22
Seq_0004572	0.49	NA	0.93	Unclassified	0.28	Unclassified	0.28
Seq_0004790	0.81	XIVa	0.93	Unclassified	0.28	Unclassified	0.28
Seq_0005739	0.65	NA	1	Unclassified	0.28	Unclassified	0.24
Seq_0004867	0.51	NA	1	Unclassified	0.28	Unclassified	0.28
Seq_0000869	0.7	Unclassified	0.3	Unclassified	0.29	Unclassified	0.29
Seq_0003392	0.76	Unclassified	0.75	Unclassified	0.29	Unclassified	0.29
Seq_0002688	0.67	XIVa	0.99	Unclassified	0.29	Unclassified	0.23
Seq_0003844	0.72	NA	1	Unclassified	0.29	Unclassified	0
Seq_0005933	0.48	Unclassified	0.1	Unclassified	0.3	Unclassified	0.1
Seq_0004041	0.59	Unclassified	0.2	Unclassified	0.3	Unclassified	0.2
Seq_0005465	0.37	Unclassified	0.3	Unclassified	0.3	Unclassified	0.3
Seq_0008075	0.55	Unclassified	0.3	Unclassified	0.3	Unclassified	0.3
Seq_0007855	0.69	Unclassified	0.3	Unclassified	0.3	Unclassified	0.3
Seq_0001788	0.63	Unclassified	0.35	Unclassified	0.3	Unclassified	0.3
Seq_0008191	0.53	Unclassified	0.4	Unclassified	0.3	Unclassified	0.3
Seq_0000551	0.61	Unclassified	0.55	Unclassified	0.3	Unclassified	0.3
Seq_0007269	0.5	Unclassified	0.63	Unclassified	0.3	Unclassified	0.3
Seq_0007092	0.47	Unclassified	0.65	Unclassified	0.3	Unclassified	0.3
Seq_0003275	0.74	Unclassified	0.65	Unclassified	0.3	Unclassified	0.3
Seq_0003658	0.66	Unclassified	0.68	Unclassified	0.3	Unclassified	0.3
Seq_0002095	0.46	Unclassified	0.74	Unclassified	0.3	Unclassified	0.3
Seq_0006488	0.51	NA	0.84	Unclassified	0.3	Unclassified	0.3
Seq_0000461	0.55	NA	0.87	Unclassified	0.3	Unclassified	0.3
Seq_0007084	0.47	NA	0.94	Unclassified	0.3	Unclassified	0
Seq_0001043	0.68	NA	1	Unclassified	0.3	Unclassified	0.3
Seq_0000049	0.78	Unclassified	0.46	Unclassified	0.31	Unclassified	0.31
Seq_0001638	0.56	Unclassified	0.48	Unclassified	0.31	Unclassified	0.31
Seq_0004282	0.45	Unclassified	0.49	Unclassified	0.31	Unclassified	0.31
Seq_0003937	0.8	XIVa	0.8	Unclassified	0.31	Unclassified	0.23
Seq_0007562	0.39	NA	0.83	Unclassified	0.31	Unclassified	0.31
Seq_0005752	0.48	NA	0.87	Unclassified	0.31	Unclassified	0.31
Seq_0002996	0.68	NA	1	Unclassified	0.31	Unclassified	0.11
Seq_0007457	0.7	NA	1	Unclassified	0.31	Unclassified	0.31
Seq_0000184	0.98	NA	1	Unclassified	0.31	Unclassified	0.31
Seq_0003475	0.75	Unclassified	0.39	Unclassified	0.32	Unclassified	0.32
Seq_0001853	0.59	Unclassified	0.52	Unclassified	0.32	Unclassified	0.32
Seq_0009930	0.52	Unclassified	0.56	Unclassified	0.32	Unclassified	0.32
Seq_0007606	0.63	Unclassified	0.56	Unclassified	0.32	Unclassified	0.32
Seq_0007319	0.59	Unclassified	0.75	Unclassified	0.32	Unclassified	0.32
Seq_0004421	0.65	IV	0.8	Unclassified	0.32	Unclassified	0.32
Seq_0000284	0.28	NA	0.82	Unclassified	0.32	Unclassified	0.32
Seq_0005457	0.63	NA	0.9	Unclassified	0.32	Unclassified	0.32
Seq_0003661	0.63	NA	0.9	Unclassified	0.32	Unclassified	0.32
Seq_0005054	0.52	NA	0.92	Unclassified	0.32	Unclassified	0.32
Seq_0005584	0.68	XIVa	1	Unclassified	0.32	Unclassified	0.3
Seq_0008674	0.45	Unclassified	0.01	Unclassified	0.33	Unclassified	0
Seq_0003656	0.75	Unclassified	0.33	Unclassified	0.33	Unclassified	0.33
Seq_0009036	0.49	Unclassified	0.4	Unclassified	0.33	Unclassified	0.1
Seq_0002350	0.59	Unclassified	0.43	Unclassified	0.33	Unclassified	0.33
Seq_0003325	0.56	Unclassified	0.49	Unclassified	0.33	Unclassified	0.33
Seq_0008281	0.53	Unclassified	0.5	Unclassified	0.33	Unclassified	0.33
Seq_0000063	0.67	Unclassified	0.67	Unclassified	0.33	Unclassified	0.33
Seq_0006477	0.48	NA	0.99	Unclassified	0.33	Unclassified	0.14
Seq_0000822	0.71	NA	1	Unclassified	0.33	Unclassified	0
Seq_0005663	0.49	Unclassified	0.16	Unclassified	0.34	Unclassified	0.14
Seq_0001814	0.44	Unclassified	0.19	Unclassified	0.34	Unclassified	0.13
Seq_0000790	0.77	Unclassified	0.34	Unclassified	0.34	Unclassified	0.34
Seq_0000579	0.8	Unclassified	0.38	Unclassified	0.34	Unclassified	0.34
Seq_0004296	0.56	Unclassified	0.61	Unclassified	0.34	Unclassified	0.24
Seq_0001607	0.66	NA	0.88	Unclassified	0.34	Unclassified	0.34
Seq_0003779	0.69	IV	0.96	Unclassified	0.34	Unclassified	0.34
Seq_0001984	0.71	NA	1	Unclassified	0.34	Unclassified	0
Seq_0001690	0.44	NA	1	Unclassified	0.34	Unclassified	0.34
Seq_0003137	0.53	NA	1	Unclassified	0.34	Unclassified	0.34
Seq_0004944	0.73	IV	1	Unclassified	0.34	Unclassified	0.34
Seq_0000298	0.45	Unclassified	0.19	Unclassified	0.35	Unclassified	0.1
Seq_0004344	0.64	Unclassified	0.43	Unclassified	0.35	Unclassified	0.35
Seq_0002241	0.77	Unclassified	0.5	Unclassified	0.35	Unclassified	0.33
Seq_0008874	0.49	Unclassified	0.64	Unclassified	0.35	Unclassified	0.35
Seq_0004761	0.66	Unclassified	0.65	Unclassified	0.35	Unclassified	0.35
Seq_0005790	0.77	Unclassified	0.68	Unclassified	0.35	Unclassified	0.35
Seq_0000785	0.73	XIVa	0.82	Unclassified	0.35	Unclassified	0.08
Seq_0008705	0.47	NA	0.83	Unclassified	0.35	Unclassified	0.35
Seq_0001044	0.68	IV	0.9	Unclassified	0.35	Unclassified	0.35
Seq_0003697	0.78	XIVa	0.98	Unclassified	0.35	Unclassified	0.35
Seq_0000780	0.48	NA	1	Unclassified	0.35	Unclassified	0.15
Seq_0001777	0.53	IV	1	Unclassified	0.35	Unclassified	0.35
Seq_0006574	0.65	NA	1	Unclassified	0.35	Unclassified	0.35
Seq_0002923	0.45	Unclassified	0.36	Unclassified	0.36	Unclassified	0.13
Seq_0000360	0.56	Unclassified	0.47	Unclassified	0.36	Unclassified	0.36
Seq_0007544	0.7	Unclassified	0.63	Unclassified	0.36	Unclassified	0.19
Seq_0003095	0.59	Unclassified	0.67	Unclassified	0.36	Unclassified	0.36
Seq_0005867	0.51	Unclassified	0.75	Unclassified	0.36	Unclassified	0.36
Seq_0004281	0.53	Unclassified	0.76	Unclassified	0.36	Unclassified	0.36
Seq_0003766	0.51	NA	1	Unclassified	0.36	Unclassified	0.05
Seq_0003672	0.35	NA	1	Unclassified	0.36	Unclassified	0.16
Seq_0001642	0.65	NA	1	Unclassified	0.36	Unclassified	0.29
Seq_0006147	0.48	NA	1	Unclassified	0.36	Unclassified	0.36
Seq_0000396	0.63	NA	1	Unclassified	0.36	Unclassified	0.36
Seq_0005547	0.68	Unclassified	0.37	Unclassified	0.37	Unclassified	0.37
Seq_0003660	0.71	Unclassified	0.37	Unclassified	0.37	Unclassified	0.37
Seq_0001490	0.61	Unclassified	0.54	Unclassified	0.37	Unclassified	0.37
Seq_0000021	0.78	Unclassified	0.57	Unclassified	0.37	Unclassified	0.37
Seq_0003068	0.69	Unclassified	0.7	Unclassified	0.37	Unclassified	0.37
Seq_0005104	0.85	Unclassified	0.79	Unclassified	0.37	Unclassified	0.06
Seq_0002995	0.35	NA	0.8	Unclassified	0.37	Unclassified	0
Seq_0000083	0.66	XIVa	0.95	Unclassified	0.37	Unclassified	0.12
Seq_0002248	0.8	XIVa	0.97	Unclassified	0.37	Unclassified	0.37
Seq_0001431	0.43	NA	1	Unclassified	0.37	Unclassified	0.22
Seq_0005903	0.71	Unclassified	0.45	Unclassified	0.38	Unclassified	0.38
Seq_0001125	0.53	Unclassified	0.47	Unclassified	0.38	Unclassified	0.28
Seq_0007348	0.57	Unclassified	0.48	Unclassified	0.38	Unclassified	0.38
Seq_0000702	0.8	Unclassified	0.75	Unclassified	0.38	Unclassified	0.11
Seq_0006277	0.48	NA	0.81	Unclassified	0.38	Unclassified	0.38
Seq_0004019	0.5	NA	1	Unclassified	0.38	Unclassified	0
Seq_0004008	0.56	Unclassified	0.06	Unclassified	0.39	Unclassified	0.06
Seq_0000739	0.45	Unclassified	0.26	Unclassified	0.39	Unclassified	0.21
Seq_0006136	0.7	Unclassified	0.79	Unclassified	0.39	Unclassified	0.18
Seq_0002682	0.48	NA	0.88	Unclassified	0.39	Unclassified	0.39
Seq_0002246	0.82	XIVa	0.93	Unclassified	0.39	Unclassified	0.39
Seq_0003287	0.83	XIVa	1	Unclassified	0.39	Unclassified	0
Seq_0001271	0.47	NA	1	Unclassified	0.39	Unclassified	0.24
Seq_0003503	0.68	IV	1	Unclassified	0.39	Unclassified	0.39
Seq_0002190	0.77	IV	1	Unclassified	0.39	Unclassified	0.39
Seq_0003582	0.56	Unclassified	0.43	Unclassified	0.4	Unclassified	0.4
Seq_0004088	0.61	Unclassified	0.45	Unclassified	0.4	Unclassified	0.39
Seq_0005208	0.69	Unclassified	0.5	Unclassified	0.4	Unclassified	0.4
Seq_0005675	0.64	Unclassified	0.52	Unclassified	0.4	Unclassified	0.4
Seq_0004419	0.74	Unclassified	0.59	Unclassified	0.4	Unclassified	0.4
Seq_0006575	0.68	Unclassified	0.6	Unclassified	0.4	Unclassified	0.4
Seq_0002239	0.74	Unclassified	0.63	Unclassified	0.4	Unclassified	0.4
Seq_0005623	0.53	Unclassified	0.7	Unclassified	0.4	Unclassified	0.35
Seq_0002919	0.51	NA	0.87	Unclassified	0.4	Unclassified	0.4
Seq_0006285	0.38	NA	0.89	Unclassified	0.4	Unclassified	0.38
Seq_0007271	0.52	NA	0.89	Unclassified	0.4	Unclassified	0.4
Seq_0005427	0.68	NA	1	Unclassified	0.4	Unclassified	0.15
Seq_0001103	0.7	NA	1	Unclassified	0.4	Unclassified	0.23
Seq_0002284	0.47	NA	1	Unclassified	0.4	Unclassified	0.25
Seq_0002646	0.44	NA	1	Unclassified	0.4	Unclassified	0.4
Seq_0008541	0.69	XVI	1	Unclassified	0.4	Unclassified	0.4
Seq_0007474	0.49	Unclassified	0.41	Unclassified	0.41	Unclassified	0.03
Seq_0004470	0.83	Unclassified	0.41	Unclassified	0.41	Unclassified	0.41
Seq_0003382	0.75	Unclassified	0.53	Unclassified	0.41	Unclassified	0.41
Seq_0001560	0.67	Unclassified	0.54	Unclassified	0.41	Unclassified	0.41
Seq_0003625	0.83	Unclassified	0.55	Unclassified	0.41	Unclassified	0
Seq_0007162	0.5	Unclassified	0.56	Unclassified	0.41	Unclassified	0.41
Seq_0003699	0.78	Unclassified	0.69	Unclassified	0.41	Unclassified	0.29
Seq_0003624	0.81	XIVa	0.88	Unclassified	0.41	Unclassified	0.41
Seq_0002302	0.7	IX	0.89	Unclassified	0.41	Unclassified	0.41
Seq_0003793	0.78	Unclassified	0.57	Unclassified	0.42	Unclassified	0
Seq_0004844	0.78	Unclassified	0.63	Unclassified	0.42	Unclassified	0.42
Seq_0004508	0.7	Unclassified	0.77	Unclassified	0.42	Unclassified	0.42
Seq_0008627	0.52	NA	0.8	Unclassified	0.42	Unclassified	0.42
Seq_0000235	0.78	Unclassified	0.49	Unclassified	0.43	Unclassified	0.43
Seq_0005245	0.73	Unclassified	0.54	Unclassified	0.43	Unclassified	0.43
Seq_0003314	0.62	Unclassified	0.76	Unclassified	0.43	Unclassified	0.43
Seq_0005549	0.48	NA	0.8	Unclassified	0.43	Unclassified	0.43
Seq_0006983	0.63	IV	0.8	Unclassified	0.43	Unclassified	0.43
Seq_0002133	0.75	XIVa	0.82	Unclassified	0.43	Unclassified	0.36
Seq_0004782	0.58	NA	0.88	Unclassified	0.43	Unclassified	0.43
Seq_0004788	0.78	NA	0.92	Unclassified	0.43	Unclassified	0.43
Seq_0005364	0.6	NA	0.96	Unclassified	0.43	Unclassified	0.43
Seq_0009032	0.38	NA	1	Unclassified	0.43	Unclassified	0.03
Seq_0004360	0.67	XIVa	1	Unclassified	0.43	Unclassified	0.28
Seq_0002846	0.53	Unclassified	0.21	Unclassified	0.44	Unclassified	0.21
Seq_0001742	0.82	Unclassified	0.36	Unclassified	0.44	Unclassified	0.25
Seq_0001627	0.62	Unclassified	0.44	Unclassified	0.44	Unclassified	0.2
Seq_0000980	0.75	Unclassified	0.44	Unclassified	0.44	Unclassified	0.44
Seq_0001159	0.64	Unclassified	0.7	Unclassified	0.44	Unclassified	0.44
Seq_0006156	0.62	Unclassified	0.74	Unclassified	0.44	Unclassified	0.44
Seq_0001578	0.72	XIVa	0.87	Unclassified	0.44	Unclassified	0.02
Seq_0002505	0.8	XIVa	0.95	Unclassified	0.44	Unclassified	0.16
Seq_0002099	0.49	NA	1	Unclassified	0.44	Unclassified	0.44
Seq_0002834	0.49	NA	1	Unclassified	0.44	Unclassified	0.44
Seq_0000655	0.51	NA	1	Unclassified	0.44	Unclassified	0.44
Seq_0006035	0.59	Unclassified	0.03	Unclassified	0.45	Unclassified	0.03
Seq_0000792	0.61	Unclassified	0.35	Unclassified	0.45	Unclassified	0.08
Seq_0000287	0.78	Unclassified	0.64	Unclassified	0.45	Unclassified	0.45
Seq_0005477	0.62	Unclassified	0.68	Unclassified	0.45	Unclassified	0.45
Seq_0006298	0.75	XIVa	0.89	Unclassified	0.45	Unclassified	0
Seq_0001270	0.52	NA	0.9	Unclassified	0.45	Unclassified	0.42
Seq_0002707	0.98	NA	1	Unclassified	0.45	Unclassified	0.45
Seq_0002419	0.54	Unclassified	0.36	Unclassified	0.46	Unclassified	0.36
Seq_0000080	0.77	Unclassified	0.64	Unclassified	0.46	Unclassified	0
Seq_0003946	0.74	Unclassified	0.7	Unclassified	0.46	Unclassified	0.11
Seq_0006882	0.56	Unclassified	0.79	Unclassified	0.46	Unclassified	0.38
Seq_0001432	0.47	NA	0.93	Unclassified	0.46	Unclassified	0.37
Seq_0004274	0.72	NA	1	Unclassified	0.46	Unclassified	0.46
Seq_0003483	0.65	Unclassified	0.47	Unclassified	0.47	Unclassified	0.47
Seq_0002050	0.8	Unclassified	0.65	Unclassified	0.47	Unclassified	0.47
Seq_0007476	0.63	Unclassified	0.7	Unclassified	0.47	Unclassified	0.47
Seq_0006074	0.65	Unclassified	0.7	Unclassified	0.47	Unclassified	0.47
Seq_0002949	0.78	Unclassified	0.77	Unclassified	0.47	Unclassified	0.47
Seq_0002700	0.65	NA	0.82	Unclassified	0.47	Unclassified	0.47
Seq_0000676	0.63	NA	0.84	Unclassified	0.47	Unclassified	0.47
Seq_0001410	0.79	XIVa	0.84	Unclassified	0.47	Unclassified	0.47
Seq_0003246	0.8	XIVa	0.87	Unclassified	0.47	Unclassified	0.47
Seq_0003240	0.67	XIVa	0.98	Unclassified	0.47	Unclassified	0.37
Seq_0007654	0.44	NA	1	Unclassified	0.47	Unclassified	0
Seq_0004049	0.46	NA	1	Unclassified	0.47	Unclassified	0.34
Seq_0003333	0.85	NA	1	Unclassified	0.47	Unclassified	0.4
Seq_0004902	0.62	NA	1	Unclassified	0.47	Unclassified	0.47
Seq_0000149	0.78	Unclassified	0.58	Unclassified	0.48	Unclassified	0.48
Seq_0007848	0.57	Unclassified	0.64	Unclassified	0.48	Unclassified	0.1
Seq_0002352	0.65	Unclassified	0.73	Unclassified	0.48	Unclassified	0.48
Seq_0005409	0.54	Unclassified	0.76	Unclassified	0.48	Unclassified	0.48
Seq_0006158	0.62	IV	1	Unclassified	0.48	Unclassified	0.48
Seq_0002537	0.65	Unclassified	0.49	Unclassified	0.49	Unclassified	0.49
Seq_0005817	0.64	Unclassified	0.71	Unclassified	0.49	Unclassified	0.28
Seq_0002666	0.83	XIVa	0.99	Unclassified	0.49	Unclassified	0.22
Seq_0007191	0.61	NA	1	Unclassified	0.49	Unclassified	0
Seq_0010196	0.71	NA	1	Unclassified	0.49	Unclassified	0.38
Seq_0005417	0.51	Unclassified	0.4	Unclassified	0.5	Unclassified	0.2
Seq_0004757	0.79	Unclassified	0.5	Unclassified	0.5	Unclassified	0.5
Seq_0002741	0.66	Unclassified	0.54	Unclassified	0.5	Unclassified	0.5
Seq_0001315	0.64	Unclassified	0.7	Unclassified	0.5	Unclassified	0.5
Seq_0002756	0.84	Unclassified	0.74	Unclassified	0.5	Unclassified	0.49
Seq_0004842	0.87	XIVa	0.8	Unclassified	0.5	Unclassified	0.4
Seq_0004291	0.56	NA	0.87	Unclassified	0.5	Unclassified	0.5
Seq_0000223	0.8	XIVa	0.9	Unclassified	0.5	Unclassified	0.13
Seq_0002578	0.74	NA	0.91	Unclassified	0.5	Unclassified	0.5
Seq_0004747	0.62	NA	0.95	Unclassified	0.5	Unclassified	0.5
Seq_0005778	0.52	NA	0.97	Unclassified	0.5	Unclassified	0.5
Seq_0004099	0.46	NA	1	Unclassified	0.5	Unclassified	0.42
Seq_0005538	0.98	NA	1	Unclassified	0.5	Unclassified	0.49
Seq_0000403	0.85	XIVa	1	Unclassified	0.5	Unclassified	0.5
Seq_0007709	0.6	Unclassified	0.21	Unclassified	0.51	Unclassified	0.21
Seq_0002701	0.78	Unclassified	0.51	Unclassified	0.51	Unclassified	0.15
Seq_0000682	0.64	Unclassified	0.51	Unclassified	0.51	Unclassified	0.51
Seq_0005378	0.6	Unclassified	0.57	Unclassified	0.51	Unclassified	0.09
Seq_0001481	0.81	Unclassified	0.67	Unclassified	0.51	Unclassified	0.1
Seq_0000111	0.86	Unclassified	0.76	Unclassified	0.51	Unclassified	0.51
Seq_0003100	0.69	NA	0.91	Unclassified	0.51	Unclassified	0.51
Seq_0001618	0.69	Unclassified	0.52	Unclassified	0.52	Unclassified	0.52
Seq_0004225	0.76	Unclassified	0.73	Unclassified	0.52	Unclassified	0.52
Seq_0006622	0.57	Unclassified	0.77	Unclassified	0.52	Unclassified	0.43
Seq_0003110	0.63	Unclassified	0.77	Unclassified	0.52	Unclassified	0.52
Seq_0003564	0.85	XIVa	0.83	Unclassified	0.52	Unclassified	0.47
Seq_0006373	0.83	XIVa	0.93	Unclassified	0.52	Unclassified	0.47
Seq_0000193	0.87	XIVa	0.99	Unclassified	0.52	Unclassified	0.24
Seq_0004642	0.64	IV	1	Unclassified	0.52	Unclassified	0.5
Seq_0004847	0.43	NA	1	Unclassified	0.52	Unclassified	0.52
Seq_0005735	0.71	Unclassified	0.53	Unclassified	0.53	Unclassified	0.53
Seq_0004381	0.78	Unclassified	0.53	Unclassified	0.53	Unclassified	0.53
Seq_0001203	0.65	Unclassified	0.58	Unclassified	0.53	Unclassified	0
Seq_0001648	0.67	Unclassified	0.67	Unclassified	0.53	Unclassified	0.53
Seq_0005619	0.59	Unclassified	0.73	Unclassified	0.53	Unclassified	0.53
Seq_0003981	0.7	Unclassified	0.78	Unclassified	0.53	Unclassified	0.08
Seq_0008590	0.65	IV	0.82	Unclassified	0.53	Unclassified	0.53
Seq_0005377	0.42	NA	0.9	Unclassified	0.53	Unclassified	0.48
Seq_0004155	0.63	IV	0.9	Unclassified	0.53	Unclassified	0.53
Seq_0007226	0.43	NA	0.93	Unclassified	0.53	Unclassified	0.53
Seq_0003018	0.63	NA	0.95	Unclassified	0.53	Unclassified	0.53
Seq_0006297	0.73	XIVa	1	Unclassified	0.53	Unclassified	0.24
Seq_0004466	0.51	NA	1	Unclassified	0.53	Unclassified	0.53
Seq_0004877	0.88	XIVa	1	Unclassified	0.53	Unclassified	0.53
Seq_0003340	0.89	NA	1	Unclassified	0.53	Unclassified	0.53
Seq_0007667	0.56	Unclassified	0.64	Unclassified	0.54	Unclassified	0
Seq_0000669	0.85	XIVa	0.81	Unclassified	0.54	Unclassified	0.35
Seq_0005027	0.63	NA	0.84	Unclassified	0.54	Unclassified	0.54
Seq_0006131	0.52	NA	1	Unclassified	0.54	Unclassified	0
Seq_0008525	0.41	NA	1	Unclassified	0.54	Unclassified	0.44
Seq_0007777	0.38	NA	1	Unclassified	0.54	Unclassified	0.54
Seq_0002263	0.76	IV	1	Unclassified	0.54	Unclassified	0.54
Seq_0006399	0.43	Unclassified	0.37	Unclassified	0.55	Unclassified	0.14
Seq_0006047	0.63	Unclassified	0.46	Unclassified	0.55	Unclassified	0
Seq_0003279	0.73	Unclassified	0.55	Unclassified	0.55	Unclassified	0.55
Seq_0003286	0.75	Unclassified	0.55	Unclassified	0.55	Unclassified	0.55
Seq_0000945	0.84	Unclassified	0.7	Unclassified	0.55	Unclassified	0.4
Seq_0000604	0.86	NA	0.84	Unclassified	0.55	Unclassified	0.4
Seq_0006415	0.41	NA	1	Unclassified	0.55	Unclassified	0.12
Seq_0000718	0.57	NA	1	Unclassified	0.55	Unclassified	0.25
Seq_0009258	0.55	NA	1	Unclassified	0.55	Unclassified	0.55
Seq_0003201	0.55	NA	1	Unclassified	0.55	Unclassified	0.55
Seq_0001288	0.84	XIVa	1	Unclassified	0.55	Unclassified	0.55
Seq_0004958	0.47	Unclassified	0.55	Unclassified	0.56	Unclassified	0.14
Seq_0008903	0.68	Unclassified	0.56	Unclassified	0.56	Unclassified	0.56
Seq_0006208	0.53	Unclassified	0.72	Unclassified	0.56	Unclassified	0.56
Seq_0006038	0.61	Unclassified	0.73	Unclassified	0.56	Unclassified	0.56
Seq_0009009	0.62	NA	0.82	Unclassified	0.56	Unclassified	0.56
Seq_0005943	0.83	XIVa	0.83	Unclassified	0.56	Unclassified	0.46
Seq_0008383	0.48	NA	1	Unclassified	0.56	Unclassified	0.3
Seq_0006971	0.55	NA	1	Unclassified	0.56	Unclassified	0.55
Seq_0001179	0.68	IV	1	Unclassified	0.56	Unclassified	0.56
Seq_0000600	0.74	IV	1	Unclassified	0.56	Unclassified	0.56
Seq_0006859	0.63	Unclassified	0.56	Unclassified	0.57	Unclassified	0.18
Seq_0007697	0.51	Unclassified	0.57	Unclassified	0.57	Unclassified	0.52
Seq_0007832	0.66	Unclassified	0.57	Unclassified	0.57	Unclassified	0.57
Seq_0002056	0.68	Unclassified	0.57	Unclassified	0.57	Unclassified	0.57
Seq_0005813	0.66	Unclassified	0.59	Unclassified	0.57	Unclassified	0.57
Seq_0001489	0.78	Unclassified	0.67	Unclassified	0.57	Unclassified	0.34
Seq_0000731	0.83	Unclassified	0.68	Unclassified	0.57	Unclassified	0
Seq_0002955	0.68	Unclassified	0.71	Unclassified	0.57	Unclassified	0.57
Seq_0006017	0.82	Unclassified	0.76	Unclassified	0.57	Unclassified	0.33
Seq_0003741	0.86	XIVa	0.88	Unclassified	0.57	Unclassified	0.54
Seq_0008050	0.43	NA	0.9	Unclassified	0.57	Unclassified	0.05
Seq_0009397	0.52	XIVa	0.93	Unclassified	0.57	Unclassified	0.4
Seq_0002185	0.78	XIVa	0.95	Unclassified	0.57	Unclassified	0.53
Seq_0001757	0.87	XIVa	0.99	Unclassified	0.57	Unclassified	0.47
Seq_0004064	0.5	NA	1	Unclassified	0.57	Unclassified	0.1
Seq_0009752	0.74	NA	1	Unclassified	0.57	Unclassified	0.23
Seq_0001407	0.57	NA	1	Unclassified	0.57	Unclassified	0.27
Seq_0005233	0.69	XVI	1	Unclassified	0.57	Unclassified	0.57
Seq_0001783	0.75	IV	1	Unclassified	0.57	Unclassified	0.57
Seq_0004764	0.65	Unclassified	0.44	Unclassified	0.58	Unclassified	0.35
Seq_0002763	0.69	Unclassified	0.68	Unclassified	0.58	Unclassified	0.55
Seq_0003509	0.51	Unclassified	0.71	Unclassified	0.58	Unclassified	0.58
Seq_0002786	0.76	Unclassified	0.76	Unclassified	0.58	Unclassified	0.17
Seq_0002332	0.77	XIVa	0.84	Unclassified	0.58	Unclassified	0.07
Seq_0007957	0.57	NA	1	Unclassified	0.58	Unclassified	0.23
Seq_0005868	0.65	NA	1	Unclassified	0.58	Unclassified	0.58
Seq_0001145	0.69	XVI	1	Unclassified	0.58	Unclassified	0.58
Seq_0005641	0.59	Unclassified	0.16	Unclassified	0.59	Unclassified	0.12
Seq_0008064	0.56	Unclassified	0.37	Unclassified	0.59	Unclassified	0.01
Seq_0006601	0.62	Unclassified	0.52	Unclassified	0.59	Unclassified	0.4
Seq_0007150	0.61	Unclassified	0.54	Unclassified	0.59	Unclassified	0.49
Seq_0005015	0.59	Unclassified	0.58	Unclassified	0.59	Unclassified	0
Seq_0003121	0.8	XIVa	0.85	Unclassified	0.59	Unclassified	0.19
Seq_0002745	0.44	NA	1	Unclassified	0.59	Unclassified	0.45
Seq_0004611	0.54	NA	1	Unclassified	0.59	Unclassified	0.59
Seq_0003296	0.65	IV	1	Unclassified	0.59	Unclassified	0.59
Seq_0005174	0.63	Unclassified	0.58	Unclassified	0.6	Unclassified	0.28
Seq_0004157	0.66	Unclassified	0.6	Unclassified	0.6	Unclassified	0.6
Seq_0004298	0.78	Unclassified	0.6	Unclassified	0.6	Unclassified	0.6
Seq_0002972	0.8	Unclassified	0.6	Unclassified	0.6	Unclassified	0.6
Seq_0003747	0.65	Unclassified	0.68	Unclassified	0.6	Unclassified	0
Seq_0007405	0.77	Unclassified	0.74	Unclassified	0.6	Unclassified	0.45
Seq_0004857	0.85	Unclassified	0.75	Unclassified	0.6	Unclassified	0.45
Seq_0000965	0.83	XIVa	0.8	Unclassified	0.6	Unclassified	0.6
Seq_0000796	0.74	XIVa	0.87	Unclassified	0.6	Unclassified	0.6
Seq_0000817	0.58	NA	0.88	Unclassified	0.6	Unclassified	0.6
